5	11	12	23	26	36
5	11	12	23	26	46
5	11	12	26	29	36
5	11	12	26	29	46
5	11	12	26	31	36
5	11	12	26	31	46
5	11	12	26	33	36
5	11	12	26	33	46
5	11	14	23	26	36
5	11	14	23	26	46
5	11	14	25	26	36
5	11	14	25	26	46
5	11	14	26	29	36
5	11	14	26	29	46
5	11	14	26	31	36
5	11	14	26	31	46
5	11	14	26	33	36
5	11	14	26	33	46
5	12	13	23	26	36
5	12	13	23	26	46
5	12	13	26	29	36
5	12	13	26	29	46
5	12	13	26	31	36
5	12	13	26	31	46
5	12	13	26	33	36
5	12	13	26	33	46
5	12	14	23	25	36
5	12	14	23	25	46
5	12	14	23	26	31
5	12	14	23	26	33
5	12	14	23	29	36
5	12	14	23	29	46
5	12	14	23	31	36
5	12	14	23	31	46
5	12	14	23	33	36
5	12	14	23	33	46
5	12	14	25	26	31
5	12	14	25	26	33
5	12	14	25	29	36
5	12	14	25	29	46
5	12	14	25	31	36
5	12	14	25	31	46
5	12	14	25	33	36
5	12	14	25	33	46
5	12	14	26	29	31
5	12	14	26	29	33
5	12	14	26	31	33
5	12	14	29	31	36
5	12	14	29	31	46
5	12	14	29	33	36
5	12	14	29	33	46
5	12	14	31	33	46
5	12	15	23	26	36
5	12	15	23	26	46
5	12	15	26	29	36
5	12	15	26	29	46
5	12	15	26	31	36
5	12	15	26	31	46
5	12	15	26	33	36
5	12	15	26	33	46
5	12	16	23	25	36
5	12	16	23	25	46
5	12	16	23	26	31
5	12	16	23	26	33
5	12	16	23	29	36
5	12	16	23	29	46
5	12	16	23	31	36
5	12	16	23	31	46
5	12	16	23	33	36
5	12	16	23	33	46
5	12	16	25	26	31
5	12	16	25	26	33
5	12	16	25	29	36
5	12	16	25	29	46
5	12	16	25	31	36
5	12	16	25	31	46
5	12	16	25	33	36
5	12	16	25	33	46
5	12	16	26	29	31
5	12	16	26	29	33
5	12	16	26	31	33
5	12	16	29	31	36
5	12	16	29	31	46
5	12	16	29	33	36
5	12	16	29	33	46
5	12	16	31	33	46
5	12	16	23	25	36
5	12	16	23	25	46
5	12	16	23	26	31
5	12	16	23	26	33
5	12	16	23	29	36
5	12	16	23	29	46
5	12	16	23	31	36
5	12	16	23	31	46
5	12	16	23	33	36
5	12	16	23	33	46
5	12	16	25	26	31
5	12	16	25	26	33
5	12	16	25	29	36
5	12	16	25	29	46
5	12	16	25	31	36
5	12	16	25	31	46
5	12	16	25	33	36
5	12	16	25	33	46
5	12	16	26	29	31
5	12	16	26	29	33
5	12	16	26	31	33
5	12	16	29	31	36
5	12	16	29	31	46
5	12	16	29	33	36
5	12	16	29	33	46
5	12	16	31	33	46
5	12	23	26	31	36
5	12	23	26	31	46
5	12	23	26	33	36
5	12	23	26	33	46
5	12	25	26	31	36
5	12	25	26	31	46
5	12	25	26	33	36
5	12	25	26	33	46
5	12	26	29	31	36
5	12	26	29	31	46
5	12	26	29	33	36
5	12	26	29	33	46
5	12	26	31	33	46
5	13	14	23	26	36
5	13	14	23	26	46
5	13	14	26	29	36
5	13	14	26	29	46
5	13	14	26	31	36
5	13	14	26	31	46
5	13	14	26	33	36
5	13	14	26	33	46
5	14	15	23	26	36
5	14	15	23	26	46
5	14	15	26	29	36
5	14	15	26	29	46
5	14	15	26	31	36
5	14	15	26	31	46
5	14	15	26	33	36
5	14	15	26	33	46
5	14	16	23	25	36
5	14	16	23	25	46
5	14	16	23	26	31
5	14	16	23	26	33
5	14	16	23	29	36
5	14	16	23	29	46
5	14	16	23	31	36
5	14	16	23	31	46
5	14	16	23	33	36
5	14	16	23	33	46
5	14	16	25	26	31
5	14	16	25	26	33
5	14	16	25	29	36
5	14	16	25	29	46
5	14	16	25	31	36
5	14	16	25	31	46
5	14	16	25	33	36
5	14	16	25	33	46
5	14	16	26	29	31
5	14	16	26	29	33
5	14	16	26	31	33
5	14	16	29	31	36
5	14	16	29	31	46
5	14	16	29	33	36
5	14	16	29	33	46
